SELECT mean("cpu_total") AS "mean_cpu_total" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1558960326s AND time <= 1558960396s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_cpu_total
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960348000000000,40
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960349000000000,38
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960350000000000,45
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960351000000000,29
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960352000000000,26
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960353000000000,27
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960354000000000,27
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960355000000000,27
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960356000000000,27
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960357000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960358000000000,63
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960359000000000,60
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960360000000000,63
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960361000000000,61
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960362000000000,64
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960363000000000,61
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960364000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960365000000000,54
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960366000000000,53
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960367000000000,53
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960368000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960369000000000,37
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960370000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960371000000000,23
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960372000000000,24
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960373000000000,24
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960374000000000,24
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960375000000000,43
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960376000000000,68
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960377000000000,67
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960378000000000,68
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960379000000000,72
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960380000000000,71
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960381000000000,55
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960382000000000,53
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960383000000000,53
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960384000000000,55
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960385000000000,59
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960386000000000,55
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960387000000000,39
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960388000000000,4
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960389000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960390000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960391000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960392000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960393000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960394000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960395000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960396000000000,
